Divisions,Station,Garda,Sergt,Insp,Superintendent,chief_superintendent,Assistant_Commissioner,Grand Total,Year
TIPPERARY,ROSCREA,17,3,,,,,20,2013
TIPPERARY,TOOMEVARA,1,1,,,,,2,2013
TIPPERARY,BALLINGARRY SOUTH,1,,,,,,1,2013
TIPPERARY,BORRISOLEIGH,1,1,,,,,2,2013
TIPPERARY,KILLENAULE,3,1,,,,,4,2013
TIPPERARY,LITTLETON,1,,,,,,1,2013
TIPPERARY,TEMPLEMORE,22,2,,,,,24,2013
TIPPERARY,TEMPLETUOHY,1,,,,,,1,2013
TIPPERARY,THURLES,59,10,1,1,1,,72,2013
TIPPERARY,BANSHA,1,,,,,,1,2013
TIPPERARY,CAPPAWHITE,1,,,,,,1,2013
TIPPERARY,DUNDRUM,1,,,,,,1,2013
TIPPERARY,GOLDEN,1,,,,,,1,2013
TIPPERARY,TIPPERARY TOWN,27,6,1,1,,,35,2013
WATERFORD,AGLISH,1,,,,,,1,2013
WATERFORD,AN RINN,1,,,,,,1,2013
WATERFORD,ARDMORE,2,,,,,,2,2013
WATERFORD,BALLYMACARBERRY,1,,,,,,1,2013
WATERFORD,CAPPOQUIN,2,,,,,,2,2013
WATERFORD,DUNGARVAN,36,5,,1,,,42,2013
WATERFORD,LISMORE,2,1,,,,,3,2013
WATERFORD,TALLOW,2,1,,,,,3,2013
WATERFORD,KILMACTHOMAS,7,2,,,,,9,2013
WATERFORD,TRAMORE,31,4,,1,,,36,2013
WATERFORD,DUNMORE EAST,2,,,,,,2,2013
WATERFORD,FERRYBANK,4,1,,,,,5,2013
WATERFORD,PASSAGE EAST,1,,,,,,1,2013
WATERFORD,WATERFORD,136,23,4,2,1,,167,2013
WESTMEATH,ATHLONE,52,7,2,1,,,62,2013
WESTMEATH,BALLYMORE,1,,,,,,1,2013
WESTMEATH,GLASSON,2,,,,,,2,2013
WESTMEATH,KILBEGGAN,3,1,,,,,4,2013
WESTMEATH,MOATE,15,3,,,,,18,2013
WESTMEATH,BALLYNACARGY,2,,,,,,2,2013
WESTMEATH,CASTLEPOLLARD,3,1,,,,,4,2013
WESTMEATH,DELVIN,10,2,,,,,12,2013
WESTMEATH,KILLUCAN,5,,,,,,5,2013
WESTMEATH,KINNEGAD,3,1,,,,,4,2013
WESTMEATH,MULLINGAR,100,17,4,3,1,,125,2013
WESTMEATH,MULTYFARNHAM,2,,,,,,2,2013
WESTMEATH,ROCHFORTBRIDGE,3,1,,,,,4,2013
WEXFORD,BLACKWATER,2,,,,,,2,2013
WEXFORD,BUNCLODY,7,1,,,,,8,2013
WEXFORD,CLONROCHE,,1,,,,,1,2013
WEXFORD,COURTOWN HARBOUR,3,1,,,,,4,2013
WEXFORD,ENNISCORTHY,29,5,1,1,,,36,2013
WEXFORD,FERNS,2,,,,,,2,2013
WEXFORD,GOREY,37,7,1,,,,45,2013
WEXFORD,OULART,1,,,,,,1,2013
WEXFORD,OYLEGATE,,1,,,,,1,2013
WEXFORD,BALLYCULLANE,2,,,,,,2,2013
WEXFORD,CARRICKBYRNE,2,,,,,,2,2013
WEXFORD,CARRICK-ON-BANNOW,1,,,,,,1,2013
WEXFORD,DUNCANNON,3,1,,,,,4,2013
WEXFORD,NEW ROSS,32,7,1,1,,,41,2013
WEXFORD,CASTLEBRIDGE,2,1,,,,,3,2013
WEXFORD,KILMORE QUAY,3,1,,,,,4,2013
WEXFORD,ROSSLARE HARBOUR,6,,,,,,6,2013
WEXFORD,ROSSLARE STRAND,1,,,,,,2,2013
WEXFORD,TAGHMON,3,,,,,,3,2013
WEXFORD,WEXFORD,70,11,2,1,1,,85,2013
WICKLOW,BALTINGLASS,28,4,1,1,,,34,2013
WICKLOW,BLESSINGTON,18,3,,,,,21,2013
WICKLOW,CARNEW,3,1,,,,,4,2013
WICKLOW,DUNLAVIN,2,,,,,,2,2013
WICKLOW,SHILLELAGH,1,,,,,,1,2013
WICKLOW,TINAHELY,2,,,,,,2,2013
WICKLOW,BRAY,100,16,4,1,1,,122,2013
WICKLOW,ENNISKERRY,4,1,,,,,5,2013
WICKLOW,GREYSTONES,31,3,,,,,34,2013
WICKLOW,NEWTOWNMOUNTKENNEDY,3,1,,,,,4,2013
WICKLOW,ARKLOW,28,5,1,,,,34,2013
WICKLOW,ASHFORD,5,2,,,,,7,2013
WICKLOW,AUGHRIM,2,,,,,,2,2013
WICKLOW,AVOCA,2,,,,,,2,2013
WICKLOW,RATHDRUM,3,1,,,,,4,2013
WICKLOW,ROUNDWOOD,3,1,,,,,4,2013
WICKLOW,WICKLOW,39,5,1,1,,,46,2013
