Divisions,Station,Garda,Sergt,Insp,Superintendent,chief_superintendent,Assistant_Commissioner,Grand Total,Year
TIPPERARY,BORRISOLEIGH,1,1,,,,,2,2014
TIPPERARY,KILLENAULE,3,1,,,,,4,2014
TIPPERARY,TEMPLEMORE,21,1,,,,,22,2014
TIPPERARY,TEMPLETUOHY,1,,,,,,1,2014
TIPPERARY,THURLES,58,10,1,1,1,,71,2014
TIPPERARY,BANSHA,1,,,,,,1,2014
TIPPERARY,CAPPAWHITE,1,,,,,,1,2014
TIPPERARY,DUNDRUM,1,,,,,,1,2014
TIPPERARY,GOLDEN,1,,,,,,1,2014
TIPPERARY,TIPPERARY TOWN,27,7,1,1,,,36,2014
WATERFORD,AGLISH,1,,,,,,1,2014
WATERFORD,AN RINN,1,,,,,,1,2014
WATERFORD,ARDMORE,2,,,,,,2,2014
WATERFORD,CAPPOQUIN,2,,,,,,2,2014
WATERFORD,DUNGARVAN,36,7,1,1,,,45,2014
WATERFORD,LISMORE,2,1,,,,,3,2014
WATERFORD,TALLOW,2,1,,,,,3,2014
WATERFORD,KILMACTHOMAS,7,1,,,,,8,2014
WATERFORD,TRAMORE,29,4,,,,,33,2014
WATERFORD,DUNMORE EAST,2,,,,,,2,2014
WATERFORD,FERRYBANK,4,1,,,,,5,2014
WATERFORD,PASSAGE EAST,1,,,,,,1,2014
WATERFORD,WATERFORD,134,25,6,2,1,,168,2014
WESTMEATH,ATHLONE,50,7,2,1,,,60,2014
WESTMEATH,BALLYMORE,1,,,,,,1,2014
WESTMEATH,GLASSON,2,,,,,,2,2014
WESTMEATH,KILBEGGAN,3,1,,,,,4,2014
WESTMEATH,MOATE,15,3,,,,,18,2014
WESTMEATH,BALLYNACARGY,2,,,,,,2,2014
WESTMEATH,CASTLEPOLLARD,3,1,,,,,4,2014
WESTMEATH,DELVIN,10,2,,,,,12,2014
WESTMEATH,KILLUCAN,4,,,,,,4,2014
WESTMEATH,KINNEGAD,4,1,,,,,5,2014
WESTMEATH,MULLINGAR,99,19,4,3,1,1,127,2014
WESTMEATH,MULTYFARNHAM,2,,,,,,2,2014
WESTMEATH,ROCHFORTBRIDGE,3,1,,,,,4,2014
WEXFORD,BLACKWATER,2,,,,,,2,2014
WEXFORD,BUNCLODY,7,2,,,,,9,2014
WEXFORD,CLONROCHE,1,,,,,,1,2014
WEXFORD,COURTOWN HARBOUR,3,1,,,,,4,2014
WEXFORD,ENNISCORTHY,28,6,1,1,,,36,2014
WEXFORD,FERNS,2,,,,,,2,2014
WEXFORD,GOREY,35,6,1,,,,42,2014
WEXFORD,OULART,2,,,,,,2,2014
WEXFORD,OYLEGATE,,1,,,,,1,2014
WEXFORD,BALLYCULLANE,2,,,,,,2,2014
WEXFORD,CARRICKBYRNE,2,,,,,,2,2014
WEXFORD,CARRICK-ON-BANNOW,1,,,,,,1,2014
WEXFORD,DUNCANNON,3,1,,,,,4,2014
WEXFORD,NEW ROSS,33,7,1,1,,,42,2014
WEXFORD,CASTLEBRIDGE,2,1,,,,,3,2014
WEXFORD,KILMORE QUAY,2,1,,,,,3,2014
WEXFORD,ROSSLARE HARBOUR,6,1,,,,,7,2014
WEXFORD,ROSSLARE STRAND,1,,,,,,1,2014
WEXFORD,TAGHMON,3,,,,,,3,2014
WEXFORD,WEXFORD,67,13,2,1,1,,84,2014
WICKLOW,BALTINGLASS,28,3,1,1,,,33,2014
WICKLOW,BLESSINGTON,17,4,,,,,21,2014
WICKLOW,CARNEW,3,1,,,,,4,2014
WICKLOW,DUNLAVIN,2,,,,,,2,2014
WICKLOW,SHILLELAGH,1,,,,,,1,2014
WICKLOW,TINAHELY,2,,,,,,2,2014
WICKLOW,BRAY,97,17,5,1,1,,121,2014
WICKLOW,ENNISKERRY,3,1,,,,,4,2014
WICKLOW,GREYSTONES,28,5,,,,,33,2014
WICKLOW,NEWTOWNMOUNTKENNEDY,3,1,,,,,4,2014
WICKLOW,ARKLOW,28,4,1,,,,33,2014
WICKLOW,ASHFORD,7,2,,,,,9,2014
WICKLOW,AUGHRIM,2,,,,,,2,2014
WICKLOW,AVOCA,2,,,,,,2,2014
WICKLOW,RATHDRUM,3,1,,,,,4,2014
WICKLOW,ROUNDWOOD,2,1,,,,,3,2014
WICKLOW,WICKLOW,37,6,1,1,,,45,2014
